run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;96.2;80.7;8;12,50;12,38;12,12;11,00;14,75;enp0s31f6;1592;1555
2;104;87.3;8;7,50;14,12;15,00;13,50;17,88;enp0s31f6;5096;4970
3;109;91.6;8;7,50;14,75;14,75;13,62;16,50;enp0s31f6;3507;3329
4;102;85.6;8;2,50;14,38;14,88;13,25;17,38;enp0s31f6;1463;1506
5;110;92.4;8;6,25;14,75;15,00;13,88;18,50;enp0s31f6;1041;962
6;103;86.3;8;5,00;14,12;14,62;13,50;16,25;enp0s31f6;1228;1187
7;104;87.6;8;3,75;14,50;15,38;13,25;17,12;enp0s31f6;2724;2856
8;102;85.5;8;2,50;17,38;14,75;13,88;18,75;enp0s31f6;1791;2011
9;109;91.2;8;6,25;14,50;14,88;13,50;17,00;enp0s31f6;1415;1392
10;94.8;79.5;8;6,25;14,62;16,88;13,88;30,38;enp0s31f6;1596;1573
