run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;8025;8025;31.3;31.3;0.11264;0.00700977
2;8147;8147;31.8;31.8;0.11528;0.00431362
3;8561;8561;33.4;33.4;0.10575;0.00674712
4;8432;8432;32.9;32.9;0.11207;0.00351949
5;8499;8499;33.2;33.2;0.10524;0.00630705
6;8371;8371;32.7;32.7;0.11101;0.00498968
7;8969;8969;35.0;35.0;0.10449;0.00393088
8;8482;8482;33.1;33.1;0.10941;0.00488227
9;8242;8242;32.2;32.2;0.11232;0.00537895
10;8510;8510;33.2;33.2;0.10924;0.0048073
