Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/Categorias,14263,894,9,10.934389069416389,0.33680000342428684,1193.6232000007294,115.29040173876463,19.58315862376738,1.2274657371975066,9,11,13,14,18,21,26,32,160,1200,1200
GET,/Mesas,3614,219,10,12.267198727551722,0.33629999961704016,1174.566900008358,989.6571665744327,4.962037107641822,0.3006879154879798,10,12,14,15,19,23,29,35,190,1200,1200
GET,/Pedidos/5925,10609,630,10,12.002133169888586,0.32110000029206276,1185.2793999714777,338.6219247808464,14.566201348913141,0.8649926335955583,10,13,14,16,19,23,29,34,130,1200,1200
GET,/Productos,14263,0,8,9.084445298710913,2.9845000244677067,129.9832999939099,750.0,19.58315862376738,0.0,8,9,10,11,14,17,22,26,88,130,130
PUT,Abrir Mesa,14263,0,12,13.898224504148535,4.993199952878058,217.4832000164315,165.34221412045153,19.58315862376738,0.0,12,15,17,18,21,26,32,36,210,210,220
POST,Agregar Item,35443,171,10,12.252970826329978,4.711599962320179,221.92029998404905,104.84902519538414,48.66338716274186,0.23478371483308014,10,13,15,16,19,22,27,32,120,180,220
PUT,Cerrar Mesa,14263,23,10,11.9194108042834,4.690499976277351,212.6694999751635,60.17590969641731,19.58315862376738,0.031579096147139434,10,13,15,16,19,21,25,29,48,140,210
,Aggregated,106718,1937,10,11.804118321136993,0.32110000029206276,1193.6232000007294,247.78788020765006,146.52426011436634,2.6595090972612643,10,12,15,16,19,22,28,32,130,1000,1200
