run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;42218299631;41293371487;1389725676;258503043;4.00;8004.40;122323.80;11.20;20.00;68.40;0.00;.33;67.77;2.15;2.20;2.18;4.00;1.00
2;40665243058;40764731348;1314732182;234483199;3.00;7720.40;122976.80;10.20;20.20;69.40;0.00;.37;68.98;2.98;2.42;2.25;3.00;1.20
3;39508497659;40501332644;1264123230;234301189;3.40;7127.60;96903.60;10.00;19.40;69.80;0.00;.23;69.13;2.74;2.48;2.29;3.40;1.00
4;40966384896;41171732462;1348491024;235903487;4.40;7325.60;103495.00;10.00;19.80;69.80;0.00;.30;67.64;2.37;2.43;2.28;4.40;1.00
5;42552030210;41570702817;1406364986;247578557;4.00;7540.80;111135.40;10.60;19.60;69.00;0.00;.23;68.89;1.90;2.32;2.25;4.00;1.00
6;39243859570;40177532137;1220380713;223778934;2.40;7385.20;108515.00;10.80;19.40;69.00;0.00;.26;69.46;1.72;2.20;2.21;2.40;1.00
7;40701684020;40944453038;1305612065;234391006;3.80;7733.00;116444.20;11.40;19.60;68.60;0.00;.20;68.03;2.62;2.33;2.26;3.80;1.20
8;40054808917;40739167706;1284262918;230063291;7.60;6894.80;93260.20;9.80;19.60;70.40;0.00;.36;68.35;2.18;2.28;2.25;7.60;1.00
9;39029585054;40144049141;1261877621;219689712;2.20;6480.60;79684.00;9.60;19.20;70.80;0.00;.30;70.06;2.58;2.40;2.29;2.20;1.40
10;39015394805;40314545045;1226653771;219726471;2.80;7130.60;105374.40;9.80;19.60;70.40;0.00;.30;68.44;2.47;2.44;2.31;2.80;1.20
