run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.09;0;15535912;21024;456992;0;0;679;15172
2;0,000000;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.08;0;15540932;21080;456980;0;0;666;15184
3;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.05;0;15552604;21128;457004;0;0;666;15185
4;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.08;0;15538968;21176;456988;0;0;680;15171
5;0,000000;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.09;0;15550248;21224;457024;0;0;669;15182
6;0,000000;1;1024KiB;128MiB;128;0.0065;0.04;0.05;0.10;0;15548100;21288;456976;0;0;658;15192
7;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.04;0;15539536;21328;457068;0;0;679;15171
8;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.05;0;15543272;21384;457128;0;0;678;15173
9;0,000000;1;1024KiB;128MiB;128;0.0074;0.04;0.06;0.10;0;15541252;21440;457140;0;0;675;15175
10;0,000000;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;15539840;21480;457144;0;0;681;15169
