run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;93.8;8;7,50;14,25;14,62;14,00;17,75;enp0s31f6;808;741
2;111;93.3;8;10,00;15,50;14,62;13,88;16,50;enp0s31f6;740;643
3;112;93.9;8;7,50;16,00;14,88;13,88;18,50;enp0s31f6;710;670
4;111;93.4;8;6,25;15,62;14,50;14,00;16,25;enp0s31f6;525;485
5;111;93.4;8;8,75;14,88;14,75;13,88;18,00;enp0s31f6;632;590
6;111;93.4;8;5,00;15,38;15,00;13,88;18,75;enp0s31f6;768;748
7;112;93.9;8;7,50;14,38;15,25;14,00;19,25;enp0s31f6;876;836
8;111;93.5;8;7,50;14,38;14,62;13,88;16,12;enp0s31f6;726;645
9;112;93.8;8;7,50;14,38;14,50;14,00;15,75;enp0s31f6;541;532
10;111;93.4;8;6,25;14,25;14,75;13,88;16,75;enp0s31f6;700;685
