run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;40369203227;40582071298;1292257635;234215884;3.00;7720.20;115848.40;11.00;20.20;68.60;0.00;.34;68.30;1.52;2.08;2.29;3.00;1.40
2;41201952154;41184637170;1326785844;235289536;3.00;7951.20;119836.80;11.60;20.40;67.80;0.00;.27;69.23;3.09;2.51;2.43;3.00;1.40
3;39568290363;40017676769;1261278867;224009300;2.80;7512.40;109140.40;10.20;20.40;68.80;0.00;.27;67.71;2.45;2.47;2.42;2.80;1.20
4;41984689744;41344968102;1374945405;243707240;3.60;7092.80;100618.60;10.20;19.60;69.40;0.00;.37;68.75;2.67;2.53;2.45;3.60;1.00
5;41489060744;41114305215;1343815503;240114459;4.40;7965.40;123306.20;11.80;20.60;67.20;0.00;.30;69.29;1.84;2.33;2.38;4.40;1.00
6;40254089763;40867386632;1284946089;234176282;4.60;7644.60;118820.60;11.00;20.20;68.20;0.00;.20;69.08;1.76;2.21;2.34;4.60;1.40
7;40676204805;40708346817;1301421495;234448792;2.40;8532.00;134046.00;11.80;21.00;66.40;0.00;.26;69.55;2.46;2.35;2.38;2.40;1.00
8;41562247300;41296425512;1338776498;238681918;2.40;7332.80;106413.20;10.60;20.00;69.20;0.00;.37;66.28;2.63;2.41;2.40;2.40;1.00
9;41315938326;41375786282;1331631102;238367712;3.80;7137.40;97730.80;10.20;20.40;69.40;0.00;.30;69.04;3.16;2.59;2.46;3.80;1.40
10;41256534732;41126300115;1343578563;239887562;3.20;7289.40;101558.80;10.20;20.60;68.80;0.00;.27;69.03;1.97;2.35;2.38;3.20;1.40
