run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;110;92.3;8;10,00;15,00;14,88;14,00;16,62;enp6s18;1299;1547
2;109;91.8;8;2,50;14,50;14,88;14,00;15,62;enp6s18;1349;1619
3;109;91.7;8;13,75;15,00;15,12;14,25;17,50;enp6s18;1258;1503
4;110;91.9;8;11,25;14,88;14,88;14,00;17,25;enp6s18;1236;1500
5;109;91.4;8;7,50;14,62;15,25;13,88;19,38;enp6s18;1358;1597
6;109;91.6;8;11,25;14,75;14,75;13,88;15,62;enp6s18;463;514
7;109;91.2;8;10,00;14,62;15,12;14,12;18,25;enp6s18;1384;1643
8;109;91.1;8;6,25;14,62;14,88;13,75;17,00;enp6s18;1346;1573
9;94.0;78.9;8;10,00;14,62;15,12;13,62;18,00;enp6s18;1298;1512
10;108;90.7;8;8,75;14,75;15,62;14,25;22,38;enp6s18;1226;1412
