run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0049;0.03;0.04;0.08;0;15188968;26808;457972;0;0;1012;14832
2;0,000000;1;1024KiB;128MiB;128;0.0049;0.03;0.04;0.08;0;15468904;26848;457996;0;0;741;15103
3;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.08;0;15455520;26888;457988;0;0;752;15093
4;0,000000;1;1024KiB;128MiB;128;0.0049;0.03;0.04;0.07;0;15460808;26928;458016;0;0;747;15098
5;0,000000;1;1024KiB;128MiB;128;0.0047;0.04;0.04;0.04;0;15464936;26984;457976;0;0;743;15101
6;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.08;0;15466092;27032;457976;0;0;741;15103
7;0,000000;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.08;0;15468708;27072;458012;0;0;739;15105
8;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.09;0;15463384;27120;457980;0;0;744;15100
9;0,000000;1;1024KiB;128MiB;128;0.0049;0.03;0.04;0.08;0;15466308;27176;457988;0;0;741;15103
10;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.08;0;15475572;27232;458004;0;0;732;15112
