Method,Name,Error,Occurrences
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),138
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),235
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),143
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),217
GET,/Categorias,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",35
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),159
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),158
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),148
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),172
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),113
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),187
GET,/Pedidos/5925,HTTPError('500 Server Error: Internal Server Error for url: /Pedidos/5925'),2
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),158
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),140
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),1240
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),169
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),133
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),150
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),250
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),172
GET,/Pedidos/5925,RemoteDisconnected('Remote end closed connection without response'),3557
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),158
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),216
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),174
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 3'),178
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 9'),147
GET,/Categorias,HTTPError('500 Server Error: Internal Server Error for url: /Categorias'),3
GET,/Mesas,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",12
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 7'),207
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 1'),141
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 10'),207
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 13'),186
GET,/Mesas,HTTPError('500 Server Error: Internal Server Error for url: /Mesas'),1
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 8'),146
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 1'),158
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 12'),164
GET,/Categorias,RemoteDisconnected('Remote end closed connection without response'),4844
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 2'),150
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 13'),172
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 5'),127
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 8'),114
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 5'),138
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 5'),155
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 1'),165
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 12'),159
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 9'),174
GET,/Productos,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",34
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 10'),134
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 1'),199
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 2'),148
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 8'),145
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 4'),237
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 11'),181
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 2'),177
