run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;107;89.4;8;10,00;16,62;15,12;13,50;17,25;enp0s31f6;253;238
2;109;91.4;8;16,25;14,50;14,50;13,50;15,25;enp0s31f6;306;284
3;111;92.9;8;13,75;14,50;15,00;13,50;16,38;enp0s31f6;221;207
4;113;94.4;8;16,25;14,38;14,38;13,25;15,50;enp0s31f6;129;126
5;108;90.8;8;13,75;14,50;15,88;14,00;22,75;enp0s31f6;292;275
6;110;92.4;8;10,00;17,12;15,75;13,88;19,38;enp0s31f6;128;128
7;110;92.3;8;22,50;14,12;14,12;13,50;14,62;enp0s31f6;209;195
8;106;89.2;8;21,25;15,50;15,38;14,62;15,88;enp0s31f6;186;175
9;105;88.5;8;11,25;14,12;14,50;13,62;15,25;enp0s31f6;147;133
10;111;92.7;8;12,50;14,12;14,50;13,12;15,75;enp0s31f6;0;0
