run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13321992;58172;1683412;0;0;2162;13009
2;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;13222768;58284;1685028;0;0;2257;12912
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13296820;58380;1686360;0;0;2184;12985
4;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.07;0;13309808;58572;1688196;0;0;2171;12995
5;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13313740;58668;1689736;0;0;2165;13000
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13326304;58780;1691268;0;0;2150;13013
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13320520;58916;1693468;0;0;2150;13011
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.08;0;13315084;59060;1695192;0;0;2166;12994
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13295496;59172;1696428;0;0;2175;12983
10;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.25;0;13309940;59268;1698704;0;0;2158;12997
