run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;11.4;11.4;44.4;44.4;0.08296;0.00285486
2;8864;8864;34.6;34.6;0.09616;0.00894829
3;11.6;11.6;45.2;45.2;0.08143;0.00283938
4;11.6;11.6;45.3;45.3;0.08118;0.00277573
5;11.5;11.5;45.0;45.0;0.08175;0.00278716
6;11.6;11.6;45.2;45.2;0.08128;0.00277979
7;11.6;11.6;45.5;45.5;0.08107;0.00274251
8;11.6;11.6;45.2;45.2;0.08148;0.00277576
9;11.6;11.6;45.5;45.5;0.08094;0.00274807
10;11.5;11.5;45.1;45.1;0.0816;0.0028744
