run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;91.7;76.9;8;8,75;14,38;14,88;14,25;16,25;enp6s18;8181;9253
2;92.2;77.3;8;3,75;15,50;15,00;14,12;16,50;enp6s18;9591;10842
3;93.1;78.1;8;2,50;14,75;14,75;14,38;15,88;enp6s18;10442;11991
4;91.9;77.1;8;7,50;15,00;16,00;14,12;22,75;enp6s18;7424;8524
5;91.3;76.6;8;8,75;16,12;15,50;13,88;17,75;enp6s18;9124;10479
6;91.4;76.7;8;5,00;14,75;14,75;14,25;16,00;enp6s18;9585;11000
7;91.8;77.0;8;2,50;16,62;15,25;14,25;17,50;enp6s18;9769;11228
8;91.4;76.7;8;6,25;14,62;14,62;14,38;15,38;enp6s18;9070;10348
9;91.6;76.8;8;7,50;14,88;15,00;14,25;16,62;enp6s18;8855;10097
10;91.2;76.5;8;6,25;14,50;15,12;14,25;17,12;enp6s18;8992;10274
