run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;45178725071;42726230466;1562839544;278155919;3.20;7526.40;113676.40;12.80;17.80;69.00;0.00;.30;69.61;1.81;2.24;1.88;3.20;1.20
2;40182345246;40580111606;1292731452;219249626;2.00;7236.40;113341.20;12.00;17.80;70.20;0.00;.37;66.85;2.08;2.22;1.89;2.00;1.20
3;39155876996;40052829764;1224297649;227175515;2.80;6717.00;93924.00;11.00;16.80;71.80;0.00;.33;69.67;1.87;2.14;1.89;2.80;1.00
4;40342820739;40630782388;1264684703;236214408;3.80;7454.80;113334.60;12.60;17.80;69.60;0.00;.30;68.30;1.42;1.97;1.85;3.80;1.00
5;41113894771;41011695504;1338821277;242076916;3.80;7301.60;112329.00;12.00;17.60;70.00;0.00;.30;67.85;2.29;2.09;1.90;3.80;1.00
6;41641155437;41126749701;1351502678;244920635;2.00;8227.60;129876.20;13.80;17.80;68.20;0.00;.26;68.49;2.10;2.08;1.91;2.00;1.00
7;41874499889;41319135959;1370419039;247739468;4.40;7008.60;99812.80;11.40;17.80;70.20;0.00;.34;69.13;2.12;2.12;1.93;4.40;1.20
8;40948102334;40926347705;1320200559;239317578;2.60;7217.00;108607.40;11.40;17.80;70.60;0.00;.30;65.77;1.76;2.02;1.91;2.60;1.00
9;40318578766;40750817785;1308758976;233562978;6.80;6829.20;96098.20;10.20;17.80;71.80;0.00;.20;68.40;2.15;2.09;1.94;6.80;1.00
10;39327545944;40628369845;1260153569;230166888;3.20;7086.60;108523.20;10.80;18.20;70.80;0.00;.23;68.26;2.40;2.14;1.96;3.20;1.00
