run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.16;0;15439896;38328;460264;0;0;748;15084
2;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.06;0;15365232;38368;460320;0;0;766;15065
3;0,000000;1;1024KiB;128MiB;128;0.0052;0.04;0.04;0.07;0;15425840;38408;460328;0;0;760;15071
4;0,000000;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.09;0;15441032;38440;460328;0;0;743;15089
5;0,000000;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.07;0;15440348;38488;460352;0;0;756;15075
6;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.10;0;15448488;38552;460348;0;0;734;15097
7;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.07;0;15449132;38592;460348;0;0;736;15095
8;0,000000;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.09;0;15448436;38624;460348;0;0;751;15080
9;0,000000;1;1024KiB;128MiB;128;0.0074;0.04;0.06;0.20;0;15326584;38680;460348;0;0;821;15011
10;0,000000;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.08;0;15440920;38728;460348;0;0;759;15072
