run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;58749683851;78253232728;1689999922;464193164;5.80;4299.60;66733.20;23.60;23.60;52.80;0.00;.09;48.00;6.39;7.55;4.54;5.80;1.80
2;59904823537;80144011878;1733672709;473668618;3.20;4286.60;66455.00;23.40;23.60;52.80;0.00;.06;48.15;4.92;7.03;4.55;3.20;1.20
3;63970627651;84862752952;1887915876;521865990;3.20;4297.40;66682.20;23.20;23.20;53.20;0.00;.03;52.30;4.24;6.41;4.49;3.20;1.00
4;61793557273;82649354291;1806170643;500573400;8.20;4232.80;65364.20;22.80;23.40;53.80;0.00;.03;48.91;4.51;6.10;4.51;8.20;1.80
5;54515014596;72652169182;1528618443;417774336;8.00;4114.40;66008.40;24.20;23.60;52.40;0.00;.03;49.51;7.67;6.94;4.91;8.00;2.00
6;57112691368;76196751296;1632990833;444008554;8.00;4210.40;64355.00;22.60;23.00;54.20;0.00;.03;50.74;5.60;6.46;4.88;8.00;2.60
7;60107795588;80021742911;1745610892;473973918;10.80;4390.80;67811.00;24.20;24.40;51.40;0.00;.03;48.51;4.71;6.06;4.84;10.80;2.60
8;58412822589;77905758949;1681012834;460316922;2.80;4333.40;68038.80;23.00;24.00;52.80;0.00;.06;50.08;4.26;5.70;4.79;2.80;2.00
9;60450273462;79946463024;1756124736;485167649;5.80;4414.20;71656.60;24.00;24.60;51.80;0.00;.03;49.38;3.70;5.34;4.73;5.80;2.00
10;60649754558;80892413415;1763085427;484535462;4.80;4492.20;70796.00;24.60;25.20;50.00;0.00;.03;48.46;6.31;5.73;4.90;4.80;1.20
