run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;93.7;8;7,50;14,75;14,75;14,12;17,25;enp0s31f6;703;675
2;111;93.4;8;5,00;14,38;14,88;14,12;17,00;enp0s31f6;623;594
3;111;93.3;8;8,75;14,88;14,75;14,00;17,00;enp0s31f6;1182;1120
4;111;92.9;8;7,50;14,62;14,88;14,12;16,88;enp0s31f6;616;575
5;111;92.9;8;6,25;14,75;14,88;14,00;17,62;enp0s31f6;595;564
6;112;93.7;8;6,25;14,88;14,88;14,25;17,12;enp0s31f6;398;369
7;111;93.3;8;5,00;16,00;15,00;14,12;17,75;enp0s31f6;275;253
8;111;93.1;8;6,25;14,75;14,62;13,88;15,75;enp0s31f6;919;854
9;113;94.7;8;7,50;15,25;15,12;14,00;18,12;enp0s31f6;0;0
10;113;95.2;8;10,00;14,62;14,75;14,00;16,50;enp0s31f6;0;0
