run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0065;0.04;0.04;0.12;0;14098012;26904;935480;0;0;1878;13721
2;0,000016;1;1024KiB;128MiB;128;0.0092;0.04;0.04;0.05;0;13928040;27048;936448;0;0;2010;13589
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13857128;27144;937224;0;0;2080;13517
4;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.11;0;13839808;27248;938208;0;0;2079;13517
5;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.09;0;14537588;27344;943440;0;0;1400;14191
6;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.11;0;14527648;27448;949464;0;0;1379;14206
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14510292;27600;955736;0;0;1411;14168
8;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.08;0;14513916;27728;961960;0;0;1401;14172
9;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.06;0;14504616;27836;967996;0;0;1401;14166
10;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.06;0;14630988;27940;976228;0;0;1273;14287
