run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;27971992647;19138055148;2414369675;347527555;13.20;5266.20;24156.00;44.00;14.40;41.20;0.00;.33;60.44;8.80;7.31;6.79;13.20;4.60
2;56456403159;46260036398;4515826121;706739710;13.20;5155.20;35343.20;40.80;14.20;44.40;0.00;.69;31.55;9.17;7.51;6.89;13.20;2.20
3;49322481326;44195990070;3814252503;607175959;6.80;5795.40;39102.60;48.00;14.40;37.00;0.00;.60;25.65;8.56;7.78;7.05;6.80;1.80
4;28063480164;30072741020;1976238076;301047282;7.00;6423.20;40823.60;54.60;13.60;31.20;0.00;.42;70.26;5.00;6.93;6.80;7.00;2.60
5;39483353798;47963899314;2577588089;425337915;14.20;6861.80;40392.40;53.60;13.00;33.00;0.00;.70;43.44;5.74;6.70;6.73;14.20;3.00
6;39594698117;50346619207;2530168272;426661076;2.80;4977.20;38344.80;44.80;11.00;43.40;0.00;.56;41.74;5.13;6.17;6.54;2.80;2.00
7;37136250801;44098273367;2504058343;408668723;6.80;4776.00;35406.00;42.20;10.80;46.60;0.00;.79;41.80;4.68;5.87;6.41;6.80;4.00
8;49771677160;64995684662;3077007441;528813493;11.40;4481.20;28450.60;53.80;10.60;35.20;0.00;.80;26.74;10.00;7.15;6.81;11.40;4.00
9;43002350482;59614990861;2561932842;443618949;7.40;5105.60;40889.40;46.20;10.00;42.80;0.00;.56;38.64;7.46;7.00;6.79;7.40;5.00
10;45917467438;67093103337;2606541752;469660612;9.60;5254.80;42879.00;47.60;10.00;41.80;0.00;.46;46.72;4.17;6.11;6.50;9.60;1.00
