Method,Name,Error,Occurrences
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),51
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),150
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),132
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),147
GET,/Categorias,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",16
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),117
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),122
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),107
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),123
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),58
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),128
GET,/Pedidos/5925,HTTPError('500 Server Error: Internal Server Error for url: /Pedidos/5925'),4
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),106
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),50
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),1136
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),100
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),70
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),123
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),118
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),118
GET,/Pedidos/5925,RemoteDisconnected('Remote end closed connection without response'),3330
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),131
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),142
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),95
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 3'),118
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 9'),121
GET,/Categorias,HTTPError('500 Server Error: Internal Server Error for url: /Categorias'),5
GET,/Mesas,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",4
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 7'),136
