run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;217;182;8;5,00;16,12;14,50;14,12;16,50;enp6s18;7560;8607
2;198;166;8;6,25;14,75;14,50;14,25;14,88;enp6s18;6671;7606
3;195;163;8;8,75;14,62;14,75;14,25;16,38;enp6s18;6561;7633
4;198;166;8;8,75;14,88;14,75;14,25;16,25;enp6s18;7763;8968
5;158;133;8;8,75;14,88;15,12;14,12;18,25;enp6s18;9444;10760
6;198;166;8;3,75;16,00;15,25;14,25;20,12;enp6s18;6119;7171
7;229;192;8;3,75;16,00;15,38;14,25;17,62;enp6s18;9310;10832
8;185;155;8;3,75;14,62;14,88;14,25;16,75;enp6s18;6531;7804
9;190;159;8;6,25;15,75;14,88;13,88;17,12;enp6s18;7847;9068
10;180;151;8;6,25;14,62;14,62;13,12;16,12;enp6s18;6101;7436
