run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;25268000448;13962575706;2355994821;336288189;6.80;4761.40;28948.40;37.40;13.60;48.40;0.00;.60;44.17;4.15;4.24;4.55;6.80;2.60
2;31299221273;24756322573;2589677983;381617190;5.20;4706.20;29725.00;42.20;13.60;43.40;0.00;.73;40.91;6.73;4.72;4.68;5.20;3.00
3;34199298452;32732862588;2566863492;392814580;8.20;4585.40;34125.60;38.40;11.60;49.00;0.00;.66;47.01;5.08;4.66;4.66;8.20;2.40
4;35757958946;37653032853;2579045853;402831378;3.80;4098.60;32417.60;40.20;11.00;48.20;0.00;.63;37.09;6.94;5.29;4.87;3.80;5.00
5;37316055730;41228647915;2593550872;412070136;4.20;4592.80;34978.40;41.80;10.60;46.80;0.00;.66;43.97;7.73;5.73;5.05;4.20;3.60
6;41009882979;49255904880;2698677439;437860466;4.40;4583.60;33607.00;41.60;10.60;47.20;0.00;.66;46.18;4.89;5.29;4.94;4.40;4.80
7;42248507639;54965859141;2656153448;454436811;3.20;4320.60;30810.40;42.00;10.00;47.80;0.00;.76;39.33;6.58;5.81;5.16;3.20;5.20
8;48162458060;61939853029;3077462916;531408953;13.00;4375.60;33413.00;43.20;11.00;45.60;0.00;.79;39.79;6.26;5.86;5.22;13.00;3.00
9;39539190017;48756393636;2560083624;417399634;11.40;4807.40;37912.00;43.00;10.40;45.80;0.00;.60;43.38;5.54;5.71;5.22;11.40;3.60
10;637173530;440910128;46216264;6076910;1.00;255.40;1119.00;6.40;1.60;92.00;0.00;0;99.96;5.15;5.81;5.33;1.00;1.00
