run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;107;89.6;8;5,00;14,25;14,50;13,62;15,75;enp0s31f6;1470;1492
2;107;89.9;8;6,25;15,62;14,62;14,12;16,25;enp0s31f6;1887;1885
3;108;90.3;8;13,75;15,38;15,50;14,88;16,50;enp0s31f6;1002;990
4;107;90.2;8;2,50;14,62;14,50;13,88;16,50;enp0s31f6;864;860
5;107;89.6;8;5,00;14,75;15,00;14,00;17,88;enp0s31f6;1340;1359
6;109;91.6;8;10,00;15,62;15,50;14,00;18,50;enp0s31f6;1050;1037
7;106;89.0;8;12,50;14,38;14,75;13,75;16,62;enp0s31f6;2295;2303
8;105;87.7;8;10,00;16,00;15,25;13,88;17,75;enp0s31f6;2050;1996
9;107;89.9;8;3,75;14,50;15,88;14,12;25,50;enp0s31f6;710;726
10;112;94.2;8;11,25;14,38;14,50;14,12;15,25;enp0s31f6;0;0
