run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;101;84.5;8;3,75;14,75;15,38;14,12;16,88;enp6s18;4919;5617
2;100;84.1;8;3,75;16,25;15,88;14,62;18,12;enp6s18;4138;4708
3;100;84.2;8;1,25;15,75;15,62;14,62;16,62;enp6s18;5033;5705
4;99.8;83.8;8;3,75;16,25;15,75;14,25;17,88;enp6s18;5077;5812
5;101;84.7;8;6,25;15,00;15,38;14,75;17,25;enp6s18;5000;5676
6;100;84.2;8;5,00;15,25;15,12;14,62;16,38;enp6s18;4056;4658
7;99.3;83.3;8;6,25;15,12;15,25;14,50;16,88;enp6s18;10258;9917
8;37.7;31.6;8;5,00;15,12;15,12;14,62;15,50;enp6s18;8107;9453
9;34.1;28.6;8;6,25;14,75;15,50;14,62;18,62;enp6s18;5399;6273
10;23.9;20.1;8;5,00;15,12;15,75;14,62;17,00;enp6s18;4258;5281
