run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.07;0;15541772;15900;443100;0;0;689;15175
2;0,000000;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.09;0;15539328;15932;443088;0;0;691;15172
3;0,000000;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;15542604;15964;443032;0;0;692;15172
4;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.08;0;15539052;16004;443048;0;0;692;15172
5;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.08;0;15549140;16044;443024;0;0;682;15182
6;0,000000;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.07;0;15541588;16084;443072;0;0;689;15174
7;0,000000;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.10;0;15550684;16116;443108;0;0;687;15177
8;0,000000;1;1024KiB;128MiB;128;0.0065;0.04;0.05;0.08;0;15539584;16156;443080;0;0;684;15180
9;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.06;0;15537588;16204;443128;0;0;693;15170
10;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.05;0;15560684;16236;443128;0;0;668;15196
