run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;5572;5572;21.8;21.8;0.17309;0.00384254
2;5709;5709;22.3;22.3;0.16857;0.00359144
3;5641;5641;22.0;22.0;0.17114;0.00359349
4;5618;5618;21.9;21.9;0.17143;0.00366488
5;5274;5274;20.6;20.6;0.18294;0.00386885
6;5678;5678;22.2;22.2;0.16997;0.00357678
7;5421;5421;21.2;21.2;0.17814;0.00368573
8;4945;4945;19.3;19.3;0.19497;0.00422294
9;5124;5124;20.0;20.0;0.18797;0.00413734
10;5428;5428;21.2;21.2;0.17777;0.00376722
