run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;23266352737;8513740490;1701222677;88610461;1.00;13519.00;30151.60;10.60;4.60;84.60;0.00;0;83.50;1.43;1.03;0.76;1.00;1.00
2;24235818407;8643214628;1754216240;89556806;1.40;15209.80;30179.60;10.80;5.00;84.40;0.00;0;82.36;1.05;0.96;0.75;1.40;1.00
3;25149271880;8824755989;1794540031;94934666;1.80;15461.60;27529.00;10.40;4.80;84.60;0.00;0;82.20;0.86;0.96;0.76;1.80;1.20
4;24929313559;9079448601;1861962577;95794019;1.00;16975.20;27626.60;11.60;5.40;83.20;0.00;0;81.02;1.05;1.00;0.78;1.00;1.00
5;24571951111;8823012865;1792252764;93896517;1.00;17008.00;29260.40;11.20;5.40;82.80;0.00;0;81.32;0.87;0.94;0.77;1.00;1.00
6;26034745030;8990169803;1806832742;99120210;2.60;16696.20;30229.60;12.00;4.80;83.00;0.00;0;81.82;0.57;0.87;0.76;2.60;1.00
7;25526246515;9011545576;1818248103;101132568;3.20;14885.40;26166.80;11.20;4.80;84.20;0.00;0;80.55;1.22;1.00;0.81;3.20;1.20
8;23964020148;8657934610;1708054964;99971499;1.80;10642.20;18861.20;8.20;3.80;88.20;0.00;0;83.26;0.58;0.86;0.77;1.80;1.40
9;23068970588;8238034115;1663465502;94269918;2.80;12769.20;19412.40;9.40;4.00;86.20;0.00;0;82.12;1.20;0.97;0.82;2.80;1.20
10;26729312208;9287905064;1877313324;103038038;1.00;18882.60;32960.80;13.00;5.80;81.00;0.00;0;81.70;0.84;0.90;0.80;1.00;1.40
