run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;137;115;8;11,25;18,62;16,25;14,62;20,88;enp6s18;10738;11707
2;183;153;8;10,00;14,50;15,00;13,62;18,00;enp6s18;9559;10873
3;186;156;8;10,00;15,75;15,00;14,25;18,38;enp6s18;11271;13168
4;177;149;8;3,75;15,38;15,38;14,25;17,88;enp6s18;11576;13532
5;85.0;71.3;8;7,50;14,62;15,00;13,62;18,38;enp6s18;133;127
6;142;119;8;8,75;14,50;15,38;13,12;19,12;enp6s18;8638;10110
7;119;99.4;8;10,00;16,88;15,88;14,25;19,25;enp6s18;8668;9864
8;146;122;8;8,75;16,62;14,75;13,00;18,62;enp6s18;11631;13347
9;183;153;8;5,00;14,00;15,75;13,12;26,75;enp6s18;11541;13089
10;115;96.8;8;6,25;13,75;15,75;13,75;19,88;enp6s18;10217;11923
