run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.05;0;15408188;18072;441564;0;0;812;15053
2;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.10;0;15360268;18104;441668;0;0;1074;14790
3;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.06;0;15485380;18136;441696;0;0;747;15117
4;0,000000;1;1024KiB;128MiB;128;0.0068;0.04;0.05;0.11;0;15484868;18168;441664;0;0;750;15115
5;0,000000;1;1024KiB;128MiB;128;0.0070;0.04;0.05;0.12;0;15481048;18200;441652;0;0;748;15116
6;0,000000;1;1024KiB;128MiB;128;0.0047;0.03;0.04;0.07;0;14728188;18232;441668;0;0;1487;14377
7;0,000000;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.08;0;15491172;18272;441688;0;0;733;15131
8;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15454996;18304;441648;0;0;762;15102
9;0,000000;1;1024KiB;128MiB;128;0.0090;0.04;0.06;0.13;0;15389184;18344;441644;0;0;772;15092
10;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.05;0;15436700;18384;441660;0;0;774;15089
