run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;46783403696;43210363449;1650101470;280817392;7.40;7777.40;125492.40;11.40;19.60;69.00;0.00;.27;68.73;1.92;1.93;1.54;7.40;1.00
2;39586341921;40367197178;1244005940;225044805;3.20;7042.60;104379.00;10.80;19.40;69.60;0.00;.36;66.36;2.00;2.02;1.61;3.20;1.20
3;39827558832;40288728289;1257237317;225926382;3.20;7778.00;117680.80;11.20;19.40;69.00;0.00;.34;68.98;1.95;2.02;1.64;3.20;1.00
4;40129156659;40657998214;1288430610;233544617;2.80;7404.40;111461.20;10.60;19.00;70.00;0.00;.30;68.35;1.91;2.02;1.66;2.80;1.00
5;39176944371;40242545009;1252450646;223824120;4.60;7214.60;101997.80;11.00;19.40;69.40;0.00;.33;69.18;2.20;2.06;1.70;4.60;1.00
6;40917307438;40884757403;1319848965;234908983;3.20;7301.40;107356.40;10.40;19.20;70.20;0.00;.26;67.80;2.51;2.16;1.75;3.20;1.00
7;41684271073;41364828645;1346857148;242398583;2.40;7381.00;112160.00;11.00;19.60;69.00;0.00;.30;68.38;2.18;2.14;1.77;2.40;1.00
8;39326575900;40248028211;1236746771;227646490;4.60;7504.00;113505.00;11.80;19.40;69.00;0.00;.37;68.35;2.08;2.14;1.80;4.60;1.00
9;41119155234;41101288903;1343971325;237779727;2.20;7434.60;110916.20;11.20;20.20;68.60;0.00;.30;67.78;1.89;2.08;1.80;2.20;1.20
10;40589122311;41131550812;1305320817;235683205;5.00;7684.60;118571.20;11.80;19.80;68.00;0.00;.26;70.01;2.72;2.26;1.88;5.00;1.00
