run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13835460;22088;1240640;0;0;2102;13510
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13837532;22216;1241912;0;0;2098;13512
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.10;0;13848748;22312;1243476;0;0;2086;13523
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.08;0;13833684;22408;1244892;0;0;2088;13519
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13842880;22504;1246452;0;0;2089;13517
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13791684;22656;1248304;0;0;2138;13466
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13788992;22780;1250092;0;0;2138;13465
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13791000;22876;1251844;0;0;2131;13470
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13761560;22980;1253704;0;0;2161;13438
10;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.07;0;13756864;23084;1255176;0;0;2165;13433
