run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;111;93.4;8;6,25;14,38;14,50;13,50;15,00;enp0s31f6;439;497
2;111;93.4;8;5,00;14,25;14,62;13,62;16,75;enp0s31f6;628;706
3;111;93.3;8;6,25;14,38;14,62;13,88;15,62;enp0s31f6;478;561
4;111;93.3;8;5,00;14,88;15,00;13,88;17,38;enp0s31f6;652;733
5;112;93.6;8;6,25;14,25;14,62;13,75;16,00;enp0s31f6;583;674
6;112;93.7;8;7,50;15,38;14,62;14,00;15,50;enp0s31f6;497;577
7;111;93.3;8;3,75;14,38;14,62;14,00;16,12;enp0s31f6;649;743
8;112;93.9;8;5,00;16,12;14,62;13,88;16,25;enp0s31f6;615;715
9;112;94.3;8;7,50;14,50;14,88;13,88;17,25;enp0s31f6;533;611
10;112;93.7;8;7,50;14,12;15,00;13,88;17,50;enp0s31f6;443;522
