run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;42518551555;41478862074;1401503531;250612251;5.20;7861.00;120902.00;11.60;20.20;68.20;0.00;.30;67.67;1.65;2.03;2.00;5.20;1.00
2;41028908228;40809222521;1338381920;237710136;2.20;7708.00;112646.60;11.40;20.20;68.20;0.00;.33;67.26;1.58;1.94;1.98;2.20;1.00
3;39166500166;40241856260;1244449066;221273873;2.80;7460.00;112020.20;11.40;19.80;68.80;0.00;.30;68.82;2.17;2.08;2.02;2.80;1.40
4;39512577140;40549361381;1258375230;224613142;3.80;7224.60;103599.00;10.40;20.00;69.00;0.00;.27;68.90;1.63;1.95;1.98;3.80;1.00
5;40232286103;40606036747;1270375902;229680272;3.00;7013.80;101205.60;10.60;19.20;69.80;0.00;.26;68.29;2.03;2.00;2.00;3.00;1.20
6;41697743755;41453194503;1342777804;248092192;6.40;7120.20;105537.40;10.60;19.60;69.40;0.00;.26;69.81;2.23;2.06;2.02;6.40;1.00
7;37961956860;39704873132;1215336362;213471652;3.80;7958.80;118236.20;11.60;19.80;68.00;0.00;.30;67.45;2.45;2.15;2.05;3.80;1.40
8;41316317541;41091421062;1323902335;239345505;2.00;7581.20;113549.80;11.20;20.20;68.40;0.00;.20;69.06;2.69;2.28;2.10;2.00;1.20
9;41654912840;41419971109;1344902615;244003121;3.40;7608.20;116113.60;11.40;19.40;69.00;0.00;.27;68.39;2.36;2.27;2.11;3.40;1.00
10;39078270386;40376356123;1250717977;222120900;4.00;7116.20;98607.60;10.80;20.00;69.40;0.00;.26;69.07;2.92;2.47;2.19;4.00;1.20
