run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;262;220;8;3,75;16,12;15,12;14,12;17,75;enp6s18;2711;3068
2;276;231;8;3,75;15,50;15,25;13,50;17,50;enp6s18;2525;2914
3;286;240;8;6,25;14,38;14,62;13,12;16,75;enp6s18;2397;2776
4;292;245;8;7,50;14,75;14,88;14,00;17,38;enp6s18;2349;2690
5;303;254;8;7,50;14,62;14,88;13,75;17,75;enp6s18;2657;3109
6;309;259;8;5,00;15,62;14,88;14,00;16,12;enp6s18;1618;1877
7;283;238;8;1,25;14,12;14,75;14,12;16,00;enp6s18;1981;2279
8;295;248;8;7,50;20,00;15,38;14,25;20,50;enp6s18;3177;3666
9;304;255;8;5,00;14,88;14,62;13,75;16,12;enp6s18;3047;3548
10;306;257;8;3,75;14,62;15,00;14,25;16,62;enp6s18;2904;3424
