run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;42474196174;41348337406;1389076010;249983823;3.80;8217.40;125425.00;11.60;20.60;67.20;0.00;.27;69.52;2.47;2.49;2.37;3.80;1.00
2;40910996133;40681904910;1324164440;234382312;4.00;8875.40;141173.00;13.00;20.80;65.60;0.00;.30;69.50;2.50;2.50;2.38;4.00;1.20
3;41398524770;41126440874;1349196559;239933141;3.60;7815.60;115875.40;10.80;20.40;68.60;0.00;.30;68.34;2.52;2.50;2.38;3.60;1.20
4;40084478726;40561871091;1295729623;226219370;3.00;7803.00;112147.80;11.00;20.40;68.40;0.00;.26;67.68;1.91;2.30;2.32;3.00;1.20
5;39377865601;40356265200;1243619180;223177372;2.20;7078.60;100948.80;10.40;19.80;69.80;0.00;.30;69.25;1.88;2.23;2.29;2.20;1.00
6;41258118992;41388076586;1334064282;241036684;2.80;7427.40;107570.60;11.00;20.00;69.00;0.00;.27;67.87;1.87;2.18;2.27;2.80;1.00
7;40936372115;41281263238;1309839653;236229493;3.00;7133.40;98954.60;10.60;20.00;69.20;0.00;.30;70.40;1.78;2.11;2.24;3.00;1.00
8;40517914845;40938835117;1295218232;231597689;3.40;7330.00;105043.00;11.20;19.60;68.80;0.00;.33;69.21;2.39;2.19;2.26;3.40;1.40
9;40047358251;40797579927;1275448947;233504817;3.00;7605.40;117630.80;11.40;20.40;67.60;0.00;.30;68.45;2.31;2.22;2.27;3.00;1.20
10;40430117186;40982161886;1281092232;232837439;3.00;7504.00;114937.60;11.20;19.80;68.40;0.00;.33;68.30;3.78;2.70;2.43;3.00;1.20
