run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.12;0;13689812;29508;1349188;0;0;2133;13379
2;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.07;0;13695928;29616;1350760;0;0;2139;13372
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13683376;29712;1354588;0;0;2146;13362
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13701408;29808;1356364;0;0;2115;13391
5;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13722528;29960;1358128;0;0;2113;13392
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13687224;30072;1359812;0;0;2137;13366
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13686876;30168;1361336;0;0;2136;13365
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13677924;30272;1363036;0;0;2144;13356
9;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.07;0;13684188;30384;1364756;0;0;2127;13371
10;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.08;0;13682660;30528;1366376;0;0;2138;13358
