run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;182;152;8;2,50;15,62;15,62;14,25;19,50;enp6s18;8053;9098
2;187;157;8;3,75;14,50;14,88;14,25;16,75;enp6s18;10881;12436
3;203;170;8;2,50;15,25;15,38;14,12;19,12;enp6s18;8265;9561
4;172;144;8;7,50;15,12;15,50;14,50;19,12;enp6s18;8798;10257
5;166;139;8;5,00;15,38;15,25;14,00;19,00;enp6s18;9439;10740
6;182;153;8;2,50;15,00;15,88;14,38;20,38;enp6s18;6855;8087
7;172;144;8;5,00;15,12;16,38;14,50;22,75;enp6s18;7721;9457
8;159;133;8;7,50;15,62;15,88;14,38;20,88;enp6s18;9394;10864
9;166;140;8;6,25;15,38;16,25;14,38;20,50;enp6s18;9741;11233
10;169;142;8;6,25;15,88;16,62;14,38;23,25;enp6s18;7411;8516
