run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13897640;41156;1388604;0;0;1926;13535
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13768700;41300;1390480;0;0;2005;13455
3;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13778524;41396;1392116;0;0;2009;13450
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13737984;41500;1393868;0;0;2042;13415
5;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13803676;41596;1395584;0;0;1991;13464
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13764884;41740;1397568;0;0;2016;13438
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.08;0;13763296;41868;1399348;0;0;2003;13450
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13743664;41964;1400968;0;0;2019;13431
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13749768;42068;1402716;0;0;2013;13437
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13713488;42164;1404480;0;0;2058;13390
