run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;32372244661;38198301152;1157006675;230989530;4.80;2145.20;19361.40;7.20;16.20;76.00;0.00;.47;63.80;1.59;1.47;1.59;4.80;1.20
2;38942974277;39686157060;1271763626;225635304;3.20;8985.20;159923.80;12.60;18.60;68.60;0.00;.50;69.85;2.20;1.63;1.64;3.20;1.20
3;42735387750;42040576445;1408411248;243263102;3.40;5405.40;61270.20;8.20;16.80;74.60;0.00;.41;67.65;2.76;1.93;1.74;3.40;1.40
4;45183696824;42746633830;1511134253;262774112;2.80;6419.20;90105.80;9.20;17.40;73.00;0.00;.26;70.05;4.15;2.48;1.94;2.80;1.40
5;36569247801;38602860695;1194449569;208673307;3.40;8241.40;135166.80;12.00;18.60;69.40;0.00;.50;70.62;2.66;2.39;1.95;3.40;1.00
6;36134418271;39076672359;1216295510;204755985;3.40;7392.00;117154.20;10.40;17.80;71.60;0.00;.41;65.53;2.09;2.27;1.94;3.40;1.00
7;42921496310;42524932450;1462974266;250616565;2.80;5385.00;65722.80;8.20;17.40;74.20;0.00;.30;65.81;2.20;2.27;1.96;2.80;1.20
8;44150608234;42230445246;1468838485;254854699;2.40;5486.60;74807.20;9.00;17.60;72.80;0.00;.36;70.20;2.62;2.38;2.02;2.40;1.00
9;40767236816;40997843518;1312017695;236396326;2.60;7473.60;117633.80;10.00;18.20;71.60;0.00;.43;69.62;2.08;2.25;1.99;2.60;1.20
10;43668577060;42881093382;1456648330;253081235;4.60;5752.20;68445.60;8.20;17.00;74.40;0.00;.23;67.56;2.44;2.33;2.03;4.60;1.20
