run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;94.8;79.5;8;8,75;14,88;14,88;14,00;16,50;enp0s31f6;375;426
2;112;93.9;8;10,00;14,38;14,88;13,62;15,38;enp0s31f6;423;541
3;111;92.8;8;12,50;12,38;12,50;11,88;13,25;enp0s31f6;352;455
4;112;93.9;8;10,00;14,88;15,00;14,12;18,25;enp0s31f6;389;482
5;112;93.6;8;11,25;16,00;15,00;14,25;16,50;enp0s31f6;422;541
6;112;93.9;8;11,25;15,00;16,12;14,25;19,88;enp0s31f6;529;637
7;112;94.3;8;10,00;15,38;15,88;13,88;24,62;enp0s31f6;379;477
8;112;94.2;8;11,25;14,88;15,00;14,62;16,25;enp0s31f6;397;514
9;97.4;81.7;8;8,75;14,88;15,50;14,50;17,00;enp0s31f6;428;567
10;112;94.2;8;11,25;15,00;15,12;14,62;18,50;enp0s31f6;434;528
