run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;95.6;80.2;8;7,50;14,75;15,00;14,00;17,62;enp0s31f6;643;608
2;109;91.5;8;10,00;19,38;15,50;14,00;20,62;enp0s31f6;1285;1200
3;109;91.4;8;6,25;15,62;15,62;13,38;19,50;enp0s31f6;5031;4567
4;109;91.7;8;5,00;14,75;15,25;14,00;17,12;enp0s31f6;4500;4430
5;109;91.3;8;3,75;14,38;14,38;13,62;15,38;enp0s31f6;1211;1164
6;109;91.2;8;6,25;14,75;14,75;14,12;17,75;enp0s31f6;1401;1400
7;110;92.4;8;3,75;14,50;15,12;13,75;18,25;enp0s31f6;2438;2400
8;109;91.8;8;6,25;14,75;14,62;14,12;15,88;enp0s31f6;1882;1884
9;109;91.5;8;7,50;14,75;14,62;14,00;15,88;enp0s31f6;593;596
10;113;94.7;8;5,00;14,50;14,62;14,00;16,25;enp0s31f6;0;0
