run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;82.3;69.0;8;2,50;15,12;14,88;14,38;16,00;enp6s18;12254;14105
2;82.5;69.2;8;11,25;14,75;15,25;14,25;16,88;enp6s18;12166;13795
3;82.7;69.4;8;7,50;15,88;15,25;14,25;17,75;enp6s18;12258;13882
4;81.9;68.7;8;5,00;16,12;16,00;14,12;18,88;enp6s18;12453;14465
5;80.3;67.4;8;16,25;14,75;15,00;14,38;16,12;enp6s18;11902;13556
6;96.9;81.3;8;3,75;16,25;15,25;14,25;18,75;enp6s18;10433;11467
7;84.6;70.9;8;11,25;14,62;15,00;14,38;16,75;enp6s18;5963;6933
8;107;90.0;8;8,75;16,12;15,12;14,25;16,88;enp6s18;3575;4399
9;93.9;78.8;8;16,25;16,50;15,00;14,38;16,88;enp6s18;13277;14883
10;82.3;69.0;8;6,25;14,62;14,75;14,12;16,75;enp6s18;10984;12640
