run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.06;0;15498580;23872;457916;0;0;719;15129
2;0,000000;1;1024KiB;128MiB;128;0.0070;0.04;0.05;0.09;0;15415512;23952;457976;0;0;822;15025
3;0,000000;1;1024KiB;128MiB;128;0.0084;0.04;0.06;0.12;0;15491564;23984;458000;0;0;719;15129
4;0,000000;1;1024KiB;128MiB;128;0.0063;0.04;0.05;0.08;0;15410412;24040;458008;0;0;795;15052
5;0,000000;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;15477096;24096;458028;0;0;729;15118
6;0,000000;1;1024KiB;128MiB;128;0.0067;0.04;0.05;0.15;0;15473664;24144;458052;0;0;733;15114
7;0,000000;1;1024KiB;128MiB;128;0.0054;0.04;0.04;0.07;0;15461476;24200;458052;0;0;895;14952
8;0,000000;1;1024KiB;128MiB;128;0.0063;0.04;0.05;0.10;0;15254032;24256;458092;0;0;1254;14592
9;0,000000;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;15365484;24304;458288;0;0;767;15080
10;0,000000;1;1024KiB;128MiB;128;0.0079;0.04;0.06;0.08;0;15442400;24336;458280;0;0;763;15084
