run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;4854;4854;19.0;19.0;0.19848;0.00449924
2;4686;4686;18.3;18.3;0.20529;0.00467897
3;3934;3934;15.4;15.4;0.24619;0.00465179
4;4887;4887;19.1;19.1;0.19684;0.00457081
5;4919;4919;19.2;19.2;0.19541;0.00452677
6;4963;4963;19.4;19.4;0.19354;0.00462489
7;5656;5656;22.1;22.1;0.16941;0.00414079
8;6844;6844;26.7;26.7;0.14129;0.00279987
9;5159;5159;20.2;20.2;0.1861;0.0045348
10;4891;4891;19.1;19.1;0.19633;0.00476227
