run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;14104676;26844;1481928;0;0;1620;13778
2;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.11;0;14006916;27024;1488700;0;0;1705;13686
3;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.05;0;13924728;27180;1494764;0;0;1783;13603
4;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.09;0;13928860;27324;1503296;0;0;1777;13600
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13812356;27576;1528924;0;0;1864;13488
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13779620;27684;1535076;0;0;1891;13454
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13758488;27896;1546692;0;0;1900;13435
8;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.08;0;14080552;28000;1552304;0;0;1580;13750
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14065168;28240;1562336;0;0;1586;13735
10;0,000016;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.08;0;13986072;28336;1566760;0;0;1648;13670
