run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.10;0;15588744;16544;444600;0;0;642;15220
2;0,000000;1;1024KiB;128MiB;128;0.0066;0.04;0.05;0.08;0;15589908;16612;444616;0;0;644;15218
3;0,000000;1;1024KiB;128MiB;128;0.0052;0.04;0.04;0.06;0;15573280;16652;444588;0;0;645;15217
4;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.05;0;15580164;16700;444616;0;0;649;15213
5;0,000000;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;15592144;16748;444672;0;0;638;15224
6;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.08;0;15582344;16788;444652;0;0;647;15215
7;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15580420;16828;444664;0;0;649;15213
8;0,000000;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.08;0;15582368;16876;444652;0;0;647;15215
9;0,000000;1;1024KiB;128MiB;128;0.0054;0.04;0.04;0.09;0;15561012;19360;456164;0;0;659;15193
10;0,000000;1;1024KiB;128MiB;128;0.0063;0.03;0.05;0.10;0;15567848;19408;456232;0;0;652;15201
