run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;103;86.8;8;5,00;15,12;14,88;14,25;17,25;enp6s18;4468;5197
2;104;87.3;8;5,00;15,38;16,50;14,00;26,12;enp6s18;3668;4152
3;103;86.7;8;6,25;14,75;14,75;14,25;15,88;enp6s18;2423;2801
4;104;86.8;8;3,75;15,38;14,75;14,38;15,88;enp6s18;5099;5822
5;103;86.8;8;8,75;14,88;14,88;13,75;16,62;enp6s18;3792;4331
6;103;86.7;8;5,00;14,75;14,62;13,62;16,00;enp6s18;4299;5010
7;104;87.3;8;3,75;20,50;15,62;13,50;21,50;enp6s18;3689;4237
8;103;86.6;8;5,00;14,50;14,88;14,00;18,75;enp6s18;3316;3849
9;94.0;78.9;8;7,50;14,75;14,75;13,75;16,62;enp6s18;3866;4366
10;103;86.7;8;6,25;14,25;14,75;14,00;15,62;enp6s18;3535;4113
