Method,Name,Error,Occurrences
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),322
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),557
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),418
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),540
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),435
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),408
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),415
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),380
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),386
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),388
GET,/Pedidos/5925,HTTPError('500 Server Error: Internal Server Error for url: /Pedidos/5925'),5
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),377
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),368
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),544
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),401
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),359
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),381
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),570
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),412
GET,/Pedidos/5925,RemoteDisconnected('Remote end closed connection without response'),1707
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),395
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),499
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),389
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 3'),387
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 9'),397
GET,/Categorias,HTTPError('500 Server Error: Internal Server Error for url: /Categorias'),4
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 7'),558
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 1'),415
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 10'),565
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 13'),400
GET,/Mesas,HTTPError('500 Server Error: Internal Server Error for url: /Mesas'),1
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 8'),397
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 1'),403
