run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;110;92.7;8;5,00;14,38;14,62;13,88;16,50;enp0s31f6;1274;1217
2;110;92.6;8;11,25;15,12;15,00;14,00;17,12;enp0s31f6;843;783
3;111;93.0;8;8,75;14,75;14,88;14,12;16,38;enp0s31f6;1804;1691
4;110;91.9;8;8,75;15,38;15,12;14,12;16,88;enp0s31f6;1500;1444
5;110;92.2;8;7,50;15,50;14,88;14,12;17,62;enp0s31f6;660;616
6;111;92.7;8;5,00;14,75;15,00;14,12;17,50;enp0s31f6;1557;1510
7;111;92.8;8;6,25;14,75;14,88;13,75;17,38;enp0s31f6;1015;965
8;110;92.3;8;8,75;15,50;14,75;13,88;16,75;enp0s31f6;817;770
9;112;94.3;8;8,75;14,38;14,75;14,12;17,38;enp0s31f6;5;0
10;113;94.6;8;11,25;14,88;15,75;14,25;19,62;enp0s31f6;0;0
