run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.09;0;15464508;39860;458232;0;0;733;15098
2;0,000000;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.09;0;15461544;39908;458244;0;0;722;15110
3;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.06;0;15466840;39940;458264;0;0;714;15118
4;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15476360;39972;458220;0;0;722;15110
5;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15465552;40012;458268;0;0;732;15100
6;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.05;0;15477976;40052;458224;0;0;720;15111
7;0,000000;1;1024KiB;128MiB;128;0.0070;0.04;0.05;0.10;0;15469568;40084;458252;0;0;717;15114
8;0,000000;1;1024KiB;128MiB;128;0.0068;0.04;0.05;0.09;0;15467732;40116;458220;0;0;719;15113
9;0,000000;1;1024KiB;128MiB;128;0.0080;0.04;0.06;0.11;0;15473156;40148;458224;0;0;724;15107
10;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.07;0;15477388;40180;458228;0;0;720;15112
