run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;200;168;8;2,50;14,50;15,00;14,00;17,00;enp6s18;6556;7505
2;189;158;8;5,00;14,62;15,00;14,25;18,38;enp6s18;5643;6379
3;197;165;8;5,00;14,62;15,12;14,12;19,38;enp6s18;6338;7216
4;196;164;8;7,50;17,25;15,88;14,25;21,50;enp6s18;5875;6720
5;201;169;8;7,50;15,25;15,38;14,38;18,12;enp6s18;4667;5287
6;192;161;8;7,50;14,75;15,12;14,25;17,62;enp6s18;5400;6071
7;199;167;8;10,00;14,62;15,00;14,25;17,88;enp6s18;4291;4904
8;193;162;8;7,50;14,62;15,50;14,25;17,88;enp6s18;8165;9349
9;189;158;8;7,50;15,12;15,75;14,25;19,12;enp6s18;5282;6381
10;190;159;8;3,75;15,25;16,12;14,25;24,00;enp6s18;6445;7615
