run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.05;0;15494092;20820;441952;0;0;734;15127
2;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.09;0;15496796;20860;442008;0;0;717;15144
3;0,000000;1;1024KiB;128MiB;128;0.0054;0.04;0.04;0.08;0;15514796;20892;441980;0;0;714;15147
4;0,000000;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.10;0;15499856;20924;441976;0;0;727;15134
5;0,000000;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.08;0;15508572;20956;442000;0;0;719;15142
6;0,000000;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.10;0;15503020;20996;441996;0;0;711;15150
7;0,000000;1;1024KiB;128MiB;128;0.0075;0.04;0.06;0.16;0;15509944;21028;442000;0;0;718;15143
8;0,000000;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.07;0;15507852;21068;442000;0;0;721;15141
9;0,000000;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;15499848;21108;442032;0;0;727;15134
10;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15500672;21148;442048;0;0;730;15131
