run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;109;91.2;8;7,50;14,75;15,00;14,12;17,38;enp0s31f6;1568;1642
2;109;91.5;8;5,00;14,88;15,25;14,12;18,38;enp0s31f6;1219;1240
3;109;91.1;8;3,75;14,62;15,00;14,00;17,38;enp0s31f6;1113;1103
4;109;91.6;8;10,00;14,75;14,62;14,00;15,62;enp0s31f6;1306;1293
5;109;91.3;8;11,25;16,12;14,88;14,00;17,25;enp0s31f6;386;331
6;108;90.6;8;7,50;15,25;15,50;14,12;18,00;enp0s31f6;4759;4614
7;108;90.9;8;7,50;15,12;15,00;13,62;18,88;enp0s31f6;2041;2058
8;107;90.0;8;6,25;14,38;14,62;14,12;16,38;enp0s31f6;1586;1582
9;109;91.5;8;7,50;14,38;14,38;13,88;15,12;enp0s31f6;1778;1793
10;108;90.9;8;2,50;14,75;14,62;14,00;16,38;enp0s31f6;1096;1084
