run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.05;0.07;0;13674640;40048;1455480;0;0;2053;13353
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13577204;40144;1456980;0;0;2147;13258
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13589904;40248;1458520;0;0;2133;13271
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13583728;40384;1460140;0;0;2137;13265
5;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13599816;40496;1461688;0;0;2120;13281
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13532132;40592;1462876;0;0;2184;13214
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13538744;40704;1464416;0;0;2177;13221
8;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.05;0.25;0;13506448;40888;1466820;0;0;2206;13189
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13488412;41048;1468792;0;0;2221;13172
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13470804;41144;1470236;0;0;2237;13154
