run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15642620;15076;396448;0;0;635;15275
2;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.07;0;15628220;15148;396476;0;0;649;15261
3;0,000000;1;1024KiB;128MiB;128;0.0050;0.04;0.04;0.05;0;15629444;15188;396476;0;0;652;15258
4;0,000000;1;1024KiB;128MiB;128;0.0050;0.04;0.04;0.06;0;15620464;15236;396536;0;0;645;15265
5;0,000000;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.10;0;15624556;15284;396588;0;0;649;15261
6;0,000000;1;1024KiB;128MiB;128;0.0050;0.04;0.04;0.06;0;15628852;15340;396556;0;0;649;15261
7;0,000000;1;1024KiB;128MiB;128;0.0051;0.03;0.04;0.08;0;15633800;15404;396776;0;0;646;15263
8;0,000000;1;1024KiB;128MiB;128;0.0054;0.03;0.04;0.08;0;15623184;15460;396780;0;0;654;15256
9;0,000000;1;1024KiB;128MiB;128;0.0069;0.04;0.05;0.10;0;15615708;15508;396948;0;0;661;15249
10;0,000000;1;1024KiB;128MiB;128;0.0063;0.04;0.05;0.07;0;15625596;15548;396864;0;0;651;15258
