run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;6299;6299;24.6;24.6;0.1532;0.00319922
2;6361;6361;24.9;24.9;0.15144;0.00335923
3;6127;6127;23.9;23.9;0.15759;0.00333765
4;6109;6109;23.9;23.9;0.15807;0.00321834
5;6207;6207;24.2;24.2;0.15562;0.00320538
6;6142;6142;24.0;24.0;0.1569;0.00335698
7;6210;6210;24.3;24.3;0.15529;0.0032916
8;5934;5934;23.2;23.2;0.16272;0.00338585
9;5599;5599;21.9;21.9;0.17243;0.00359446
10;6342;6342;24.8;24.8;0.15237;0.00314419
