run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;11300958903;4065074037;801055005;44363682;3.00;7513.00;13910.40;5.60;2.20;92.20;0.00;0;91.31;0.17;0.17;0.11;3.00;1.80
2;12567894457;4435607033;913564937;44653063;2.40;8480.00;13084.60;5.20;2.80;91.60;0.00;0;91.75;0.44;0.26;0.14;2.40;1.00
3;11596194553;4304170490;905373729;43656663;1.40;8783.00;13908.80;6.40;3.00;90.60;0.00;0;89.13;0.66;0.33;0.17;1.40;1.20
4;12117873203;4298722558;880144231;43884143;2.40;9083.20;14706.20;6.00;2.80;91.20;0.00;0;91.56;1.04;0.45;0.22;2.40;1.00
5;13072965367;4723949427;960495978;48246436;1.60;10125.20;15768.40;5.80;3.20;90.80;0.00;0;91.08;0.52;0.41;0.22;1.60;1.40
6;12686171200;4620460522;971759497;47899689;1.40;9241.40;14058.20;6.60;2.60;90.80;0.00;0;90.09;0.49;0.43;0.23;1.40;1.00
7;12969397573;4662710384;975860979;46940269;1.40;9293.60;14503.80;5.60;3.00;91.40;0.00;0;90.82;0.40;0.41;0.24;1.40;1.20
8;13400808826;4830497310;1016939073;48389332;1.00;9322.00;13391.60;5.80;2.80;91.40;0.00;0;91.06;0.64;0.47;0.27;1.00;1.00
9;13457626760;4695646386;974372792;51815951;1.40;6964.00;9569.00;4.60;2.40;92.80;0.00;0;89.74;0.36;0.42;0.27;1.40;1.00
10;13717801606;4889907564;1022034815;51619001;1.60;11313.60;16262.40;6.60;3.00;90.20;0.00;0;91.01;0.25;0.39;0.26;1.60;1.40
