run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0074;0.04;0.06;0.45;0;13425568;45396;2098604;0;0;1681;13110
2;0,000016;1;1024KiB;128MiB;128;0.0063;0.04;0.05;0.28;0;13419036;45500;2103228;0;0;1685;13101
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13184100;45596;2109076;0;0;1933;12848
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13353316;45740;2113564;0;0;1742;13035
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13217240;45876;2119148;0;0;1862;12909
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13181820;45972;2124036;0;0;1901;12865
7;0,000016;1;1024KiB;128MiB;128;0.0066;0.04;0.05;0.60;0;13134968;46180;2130924;0;0;1933;12826
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13399492;46324;2140152;0;0;1666;13084
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13314160;46512;2148636;0;0;1742;13000
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13220716;46616;2154480;0;0;1849;12887
