run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14204688;39292;1464076;0;0;1535;13870
2;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14145860;39452;1468900;0;0;1587;13813
3;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.05;0;14131736;39596;1475924;0;0;1594;13799
4;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;14112320;39764;1481452;0;0;1492;13896
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14166180;39872;1486480;0;0;1552;13831
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.08;0;14156220;40028;1493704;0;0;1562;13797
7;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.05;0;13945108;40260;1518108;0;0;1740;13612
8;0,000016;1;1024KiB;128MiB;128;0.0064;0.04;0.05;0.52;0;14062236;40420;1523276;0;0;1617;13730
9;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.07;0;13993344;40644;1532344;0;0;1680;13659
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;14091388;40772;1539636;0;0;1573;13761
