run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;113;94.4;8;6,25;16,62;15,38;13,25;18,00;enp0s31f6;554;449
2;112;94.3;8;6,25;16,25;15,12;14,50;16,62;enp0s31f6;474;435
3;112;94.4;8;12,50;19,00;15,62;14,62;19,12;enp0s31f6;406;367
4;113;94.5;8;5,00;14,88;15,38;14,50;18,88;enp0s31f6;411;342
5;113;94.7;8;7,50;14,75;15,25;14,25;17,75;enp0s31f6;325;273
6;112;94.3;8;7,50;15,00;15,50;14,12;17,88;enp0s31f6;491;420
7;112;94.3;8;7,50;15,00;15,00;13,75;17,12;enp0s31f6;355;314
8;112;94.0;8;10,00;15,00;15,38;13,88;17,12;enp0s31f6;410;360
9;112;94.2;8;7,50;15,00;15,12;14,38;16,38;enp0s31f6;408;374
10;113;94.9;8;10,00;14,62;15,25;14,12;19,50;enp0s31f6;374;329
