run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;62508648205;83386045449;1833708012;506451388;3.20;4382.20;70173.00;21.40;23.80;55.00;0.00;.09;47.86;4.17;1.28;0.97;3.20;1.80
2;58726524636;78800275697;1686327162;465512041;4.40;4346.20;65086.00;21.00;23.60;55.20;0.00;.19;49.13;3.72;1.73;1.15;4.40;1.40
3;59977705871;79909427143;1735756547;482294108;2.40;4276.60;66664.20;19.20;23.00;57.80;0.00;.06;49.28;4.63;2.35;1.41;2.40;1.80
4;60026847638;80294213613;1740892011;477639839;6.60;4299.60;67997.00;22.00;24.40;53.20;0.00;.10;50.79;4.81;2.88;1.65;6.60;2.20
5;61819005681;82820090306;1808034302;495024806;4.80;4356.60;70234.40;22.20;24.00;53.40;0.00;.10;50.16;5.76;3.50;1.94;4.80;1.20
6;59898419240;80163588910;1728278430;472714413;2.40;4282.00;67928.80;21.40;23.40;55.00;0.00;.06;48.49;5.28;3.84;2.16;2.40;2.00
7;59341899250;79055506088;1714603076;475379810;11.00;4165.40;66113.40;20.20;23.60;56.40;0.00;.16;50.70;8.60;4.81;2.60;11.00;1.60
8;61597960916;81958767627;1805654509;498997884;3.20;4392.60;67435.00;22.00;24.40;53.80;0.00;.10;49.79;6.15;4.71;2.70;3.20;1.80
9;61852621933;82845504377;1801188599;500712101;8.20;4101.80;62905.20;20.80;24.40;54.80;0.00;.06;48.86;4.63;4.59;2.79;8.20;1.60
10;58458913191;78387771434;1677867384;462526472;3.80;5442.00;64229.80;20.00;22.80;57.00;0.00;.06;50.82;6.45;5.14;3.09;3.80;1.40
