run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.09;0;15541576;20328;456432;0;0;677;15174
2;0,000000;1;1024KiB;128MiB;128;0.0051;0.03;0.04;0.14;0;15563800;20368;456528;0;0;656;15195
3;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.05;0;15547104;20432;456540;0;0;673;15179
4;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.07;0;15549048;20472;456576;0;0;670;15182
5;0,000000;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.13;0;15554872;20512;456676;0;0;665;15186
6;0,000000;1;1024KiB;128MiB;128;0.0065;0.04;0.05;0.09;0;15545668;20560;456684;0;0;673;15179
7;0,000000;1;1024KiB;128MiB;128;0.0061;0.04;0.04;0.09;0;15540744;20624;456724;0;0;678;15173
8;0,000000;1;1024KiB;128MiB;128;0.0052;0.04;0.04;0.05;0;15543040;20664;456716;0;0;676;15175
9;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.05;0;15547268;20720;456684;0;0;672;15179
10;0,000000;1;1024KiB;128MiB;128;0.0054;0.04;0.04;0.06;0;15547068;20760;456704;0;0;672;15180
