run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;97.2;81.5;8;5,00;20,38;15,25;14,00;20,50;enp6s18;6404;7207
2;97.6;81.9;8;7,50;15,25;15,38;14,25;18,12;enp6s18;6903;7867
3;97.8;82.0;8;6,25;15,75;15,50;14,00;19,12;enp6s18;10269;11716
4;97.3;81.6;8;5,00;14,75;15,50;14,25;17,38;enp6s18;2988;3514
5;97.5;81.8;8;3,75;14,25;14,75;13,62;18,88;enp6s18;8223;9370
6;96.9;81.3;8;3,75;14,62;14,75;14,12;15,62;enp6s18;2490;2824
7;97.9;82.1;8;1,25;15,38;15,12;14,12;19,00;enp6s18;6792;7817
8;96.9;81.3;8;5,00;15,12;15,62;14,12;17,75;enp6s18;4558;5178
9;97.2;81.5;8;3,75;14,75;15,38;14,12;18,00;enp6s18;7052;8012
10;96.6;81.0;8;10,00;14,75;14,88;14,12;17,25;enp6s18;5486;6329
